locus_tag	ftype	length_bp	gene	EC_number	COG	product
BPPMDLJL_04535	CDS	1932	dnaA			Chromosomal replication initiator protein DnaA
BPPMDLJL_04536	CDS	1131	griR_2			Beta sliding clamp GriR
BPPMDLJL_04537	CDS	876		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
BPPMDLJL_04538	CDS	1122	recF		COG1195	DNA replication and repair protein RecF
BPPMDLJL_04539	CDS	546				hypothetical protein
BPPMDLJL_04540	CDS	2103	gyrBR	5.6.2.2		DNA gyrase subunit B, novobiocin-resistant
BPPMDLJL_04541	CDS	2595	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
BPPMDLJL_04542	CDS	738				hypothetical protein
BPPMDLJL_04543	tRNA	77				tRNA-Ile(gat)
BPPMDLJL_04544	CDS	348				hypothetical protein
BPPMDLJL_04545	CDS	129				hypothetical protein
BPPMDLJL_04546	CDS	1506				hypothetical protein
BPPMDLJL_04547	CDS	1695	pknD_8	2.7.11.1		Serine/threonine-protein kinase PknD
BPPMDLJL_04548	CDS	549				hypothetical protein
BPPMDLJL_04549	tRNA	74				tRNA-Ala(tgc)
BPPMDLJL_04550	CDS	702				hypothetical protein
BPPMDLJL_04551	CDS	561	cypB	5.2.1.8		Peptidyl-prolyl cis-trans isomerase B
BPPMDLJL_04552	CDS	897	glpG	3.4.21.105		Rhomboid protease GlpG
BPPMDLJL_04553	CDS	255	crgA			Cell division protein CrgA
BPPMDLJL_04554	CDS	813				hypothetical protein
BPPMDLJL_04555	CDS	693	srtE1_1	3.4.22.70	COG3764	Sortase SrtE1
BPPMDLJL_04556	CDS	162				hypothetical protein
BPPMDLJL_04557	CDS	639	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
BPPMDLJL_04558	CDS	1350				hypothetical protein
BPPMDLJL_04559	CDS	741	srtE2	3.4.22.70	COG3764	Sortase SrtE2
BPPMDLJL_04560	CDS	2004	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
BPPMDLJL_04561	CDS	1485	pbpA_2		COG0768	Penicillin-binding protein A
BPPMDLJL_04562	CDS	1449	rodA_2		COG0772	putative FtsW-like protein
BPPMDLJL_04563	CDS	1581	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
BPPMDLJL_04564	CDS	528	fhaB		COG1716	FHA domain-containing protein FhaB
BPPMDLJL_04565	CDS	858				hypothetical protein
BPPMDLJL_04566	tRNA	85				tRNA-Leu(cag)
BPPMDLJL_04567	CDS	654	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
BPPMDLJL_04568	CDS	384				hypothetical protein
BPPMDLJL_04569	CDS	1467				hypothetical protein
BPPMDLJL_04570	CDS	996				hypothetical protein
BPPMDLJL_04571	CDS	330		2.8.1.-	COG0607	Sulfurtransferase
BPPMDLJL_04572	CDS	1140		1.3.99.-		Acyl-CoA dehydrogenase FadE27
BPPMDLJL_04573	CDS	1065	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
BPPMDLJL_04574	CDS	564	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
BPPMDLJL_04575	CDS	720	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
BPPMDLJL_04576	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
BPPMDLJL_04577	CDS	1020	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
BPPMDLJL_04578	CDS	912				hypothetical protein
BPPMDLJL_04579	CDS	1230				hypothetical protein
BPPMDLJL_04580	CDS	750	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
BPPMDLJL_04581	CDS	1692	astD	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
BPPMDLJL_04582	CDS	1515	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
BPPMDLJL_04583	CDS	591	kstR2_1			HTH-type transcriptional repressor KstR2
BPPMDLJL_04584	CDS	501	lrp_1		COG1522	Leucine-responsive regulatory protein
BPPMDLJL_04585	CDS	1146	bkdA_1	1.2.4.4	COG1071	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
BPPMDLJL_04586	CDS	1005	bkdB_1	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
BPPMDLJL_04587	CDS	1368	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BPPMDLJL_04588	CDS	888	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
BPPMDLJL_04589	CDS	1461				hypothetical protein
BPPMDLJL_04590	CDS	1098				hypothetical protein
BPPMDLJL_04591	CDS	981	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
BPPMDLJL_04592	CDS	816				hypothetical protein
BPPMDLJL_04593	CDS	564				hypothetical protein
BPPMDLJL_04594	CDS	1653	pknD_9	2.7.11.1		Serine/threonine-protein kinase PknD
BPPMDLJL_04595	CDS	1557	pknD_10	2.7.11.1		Serine/threonine-protein kinase PknD
BPPMDLJL_04596	CDS	1005	srkA	2.7.11.1		Stress response kinase A
BPPMDLJL_04597	CDS	495				hypothetical protein
BPPMDLJL_04598	CDS	660	devR		COG2197	DNA-binding transcriptional activator DevR/DosR
BPPMDLJL_04599	CDS	1221	bkdA_2	1.2.4.4	COG1071	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
BPPMDLJL_04600	CDS	978	bkdB_2	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
BPPMDLJL_04601	CDS	1398	pdhC_2	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BPPMDLJL_04602	CDS	897		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
BPPMDLJL_04603	CDS	684				hypothetical protein
BPPMDLJL_04604	CDS	1347	sauU			putative sulfoacetate transporter SauU
BPPMDLJL_04605	CDS	825				hypothetical protein
BPPMDLJL_04606	CDS	702		3.5.1.111		2-oxoglutaramate amidase
BPPMDLJL_04607	CDS	495				hypothetical protein
BPPMDLJL_04608	CDS	234				hypothetical protein
BPPMDLJL_04609	CDS	1026	resA_1			Thiol-disulfide oxidoreductase ResA
BPPMDLJL_04610	CDS	705				hypothetical protein
BPPMDLJL_04611	CDS	249				hypothetical protein
BPPMDLJL_04612	CDS	1299	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
BPPMDLJL_04613	CDS	1827		1.3.8.1	COG1960	Butyryl-CoA dehydrogenase
BPPMDLJL_04614	CDS	465				hypothetical protein
BPPMDLJL_04615	CDS	972				hypothetical protein
BPPMDLJL_04616	CDS	1044			COG0628	Putative transport protein
BPPMDLJL_04617	CDS	2145				hypothetical protein
BPPMDLJL_04618	CDS	1764	aspS	6.1.1.12		Aspartate--tRNA ligase
BPPMDLJL_04619	CDS	936				hypothetical protein
BPPMDLJL_04620	CDS	273				hypothetical protein
BPPMDLJL_04621	CDS	444				hypothetical protein
BPPMDLJL_04622	CDS	849				hypothetical protein
BPPMDLJL_04623	CDS	180				hypothetical protein
BPPMDLJL_04624	CDS	426				hypothetical protein
BPPMDLJL_04625	CDS	534		2.3.1.-	COG1670	Acetyltransferase
BPPMDLJL_04626	CDS	486				hypothetical protein
BPPMDLJL_04627	CDS	1725	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
BPPMDLJL_04628	CDS	1749				hypothetical protein
BPPMDLJL_04629	CDS	2103				hypothetical protein
BPPMDLJL_04630	CDS	951	benM_2			HTH-type transcriptional regulator BenM
BPPMDLJL_04631	CDS	684	snpA	3.4.24.77		Extracellular small neutral protease
BPPMDLJL_04632	CDS	1941				hypothetical protein
BPPMDLJL_04633	CDS	1014				hypothetical protein
BPPMDLJL_04634	CDS	792	catD_3	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
BPPMDLJL_04635	CDS	735				hypothetical protein
BPPMDLJL_04636	CDS	867				hypothetical protein
BPPMDLJL_04637	CDS	531				hypothetical protein
BPPMDLJL_04638	CDS	1260				hypothetical protein
BPPMDLJL_04639	CDS	750	walR_2		COG0745	Transcriptional regulatory protein WalR
BPPMDLJL_04640	CDS	1125	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
BPPMDLJL_04641	CDS	1143				hypothetical protein
BPPMDLJL_04642	CDS	2082				hypothetical protein
BPPMDLJL_04643	CDS	174				hypothetical protein
BPPMDLJL_04644	CDS	1344				hypothetical protein
BPPMDLJL_04645	CDS	222				hypothetical protein
BPPMDLJL_04646	CDS	1623	ponA1_2		COG0744	Penicillin-binding protein 1A
BPPMDLJL_04647	CDS	675				hypothetical protein
BPPMDLJL_04648	CDS	438	sigE_5		COG1595	RNA polymerase sigma-E factor
BPPMDLJL_04649	CDS	825				hypothetical protein
BPPMDLJL_04650	CDS	528	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
BPPMDLJL_04651	CDS	786				hypothetical protein
BPPMDLJL_04652	CDS	279				hypothetical protein
BPPMDLJL_04653	CDS	384				hypothetical protein
BPPMDLJL_04654	CDS	693				hypothetical protein
BPPMDLJL_04655	CDS	2319				hypothetical protein
BPPMDLJL_04656	CDS	2271				hypothetical protein
BPPMDLJL_04657	CDS	1491				hypothetical protein
BPPMDLJL_04658	CDS	918				hypothetical protein
BPPMDLJL_04659	CDS	738				hypothetical protein
BPPMDLJL_04660	CDS	486				hypothetical protein
BPPMDLJL_04661	CDS	738				hypothetical protein
BPPMDLJL_04662	CDS	1074				hypothetical protein
BPPMDLJL_04663	CDS	795				hypothetical protein
BPPMDLJL_04664	CDS	672				hypothetical protein
BPPMDLJL_04665	CDS	573				hypothetical protein
BPPMDLJL_04666	CDS	924				IS630 family transposase ISBj5
BPPMDLJL_04667	CDS	870	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
BPPMDLJL_04668	CDS	378				hypothetical protein
BPPMDLJL_04669	CDS	1533	deaD_3	3.6.4.13		ATP-dependent RNA helicase DeaD
BPPMDLJL_04670	CDS	204	scoF_4		COG1278	Cold shock protein ScoF
BPPMDLJL_04671	CDS	345				hypothetical protein
BPPMDLJL_04672	CDS	183				hypothetical protein
BPPMDLJL_04673	CDS	396				hypothetical protein
BPPMDLJL_04674	CDS	426				hypothetical protein
BPPMDLJL_04675	CDS	978		3.5.2.6		Beta-lactamase
BPPMDLJL_04676	CDS	1128				hypothetical protein
BPPMDLJL_04677	CDS	651	lnrK_3		COG2197	Transcriptional regulatory protein LnrK
BPPMDLJL_04678	CDS	1167			COG3385	IS4 family transposase MICBce1
BPPMDLJL_04679	CDS	303				hypothetical protein
BPPMDLJL_04680	CDS	1110				hypothetical protein
BPPMDLJL_04681	CDS	330				hypothetical protein
BPPMDLJL_04682	CDS	1668				hypothetical protein
BPPMDLJL_04683	CDS	198				hypothetical protein
BPPMDLJL_04684	CDS	1188				hypothetical protein
BPPMDLJL_04685	CDS	1266				hypothetical protein
BPPMDLJL_04686	CDS	1260	wbpA_1	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
BPPMDLJL_04687	CDS	165				hypothetical protein
BPPMDLJL_04688	CDS	174				hypothetical protein
BPPMDLJL_04689	CDS	1290				hypothetical protein
BPPMDLJL_04690	tRNA	74				tRNA-Gly(ccc)
BPPMDLJL_04691	CDS	165				hypothetical protein
BPPMDLJL_04692	CDS	576	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
BPPMDLJL_04693	CDS	510	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
BPPMDLJL_04694	CDS	132				hypothetical protein
BPPMDLJL_04695	CDS	771			COG3039	IS5 family transposase ISBli8
BPPMDLJL_04696	CDS	852				hypothetical protein
BPPMDLJL_04697	CDS	1434				hypothetical protein
BPPMDLJL_04698	CDS	933				hypothetical protein
BPPMDLJL_04699	CDS	387				hypothetical protein
BPPMDLJL_04700	CDS	843				hypothetical protein
BPPMDLJL_04701	CDS	186				hypothetical protein
BPPMDLJL_04702	CDS	1437				hypothetical protein
BPPMDLJL_04703	CDS	1446				hypothetical protein
BPPMDLJL_04704	CDS	1374				hypothetical protein
BPPMDLJL_04705	CDS	1446				hypothetical protein
BPPMDLJL_04706	CDS	1482				hypothetical protein
BPPMDLJL_04707	CDS	1446				hypothetical protein
BPPMDLJL_04708	CDS	1467				hypothetical protein
BPPMDLJL_04709	CDS	402				hypothetical protein
BPPMDLJL_04710	CDS	1422				hypothetical protein
BPPMDLJL_04711	CDS	2268				hypothetical protein
BPPMDLJL_04712	CDS	1053	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
BPPMDLJL_04713	CDS	1869	dnaK		COG0443	Chaperone protein DnaK
BPPMDLJL_04714	CDS	666	grpE_1		COG0576	Protein GrpE
BPPMDLJL_04715	CDS	1191	dnaJ1		COG0484	Chaperone protein DnaJ 1
BPPMDLJL_04716	CDS	450	hspR		COG0789	Putative heat shock protein HspR
BPPMDLJL_04717	CDS	1116	xylF_2		COG4213	D-xylose-binding periplasmic protein
BPPMDLJL_04718	CDS	279				hypothetical protein
BPPMDLJL_04719	CDS	1575				hypothetical protein
BPPMDLJL_04720	CDS	621				hypothetical protein
BPPMDLJL_04721	CDS	1233				hypothetical protein
BPPMDLJL_04722	CDS	609				hypothetical protein
BPPMDLJL_04723	CDS	630				hypothetical protein
BPPMDLJL_04724	CDS	2271				hypothetical protein
BPPMDLJL_04725	CDS	519				hypothetical protein
BPPMDLJL_04726	CDS	612				hypothetical protein
BPPMDLJL_04727	CDS	2985				hypothetical protein
BPPMDLJL_04728	CDS	498				hypothetical protein
BPPMDLJL_04729	CDS	267				hypothetical protein
BPPMDLJL_04730	CDS	1056				hypothetical protein
BPPMDLJL_04731	CDS	246				hypothetical protein
BPPMDLJL_04732	CDS	495				hypothetical protein
BPPMDLJL_04733	CDS	630				hypothetical protein
BPPMDLJL_04734	CDS	1026				hypothetical protein
BPPMDLJL_04735	CDS	381				hypothetical protein
BPPMDLJL_04736	CDS	684				hypothetical protein
BPPMDLJL_04737	CDS	2106				hypothetical protein
BPPMDLJL_04738	CDS	1446				hypothetical protein
BPPMDLJL_04739	CDS	1731				hypothetical protein
BPPMDLJL_04740	CDS	1107				hypothetical protein
BPPMDLJL_04741	CDS	849				hypothetical protein
BPPMDLJL_04742	CDS	336				hypothetical protein
BPPMDLJL_04743	CDS	417		1.3.98.-		F420H(2)-dependent biliverdin reductase
BPPMDLJL_04744	CDS	2613	clpB_1			Chaperone protein ClpB
BPPMDLJL_04745	CDS	528				hypothetical protein
BPPMDLJL_04746	CDS	1212				hypothetical protein
BPPMDLJL_04747	CDS	1188	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
BPPMDLJL_04748	CDS	306				hypothetical protein
BPPMDLJL_04749	CDS	519				hypothetical protein
BPPMDLJL_04750	CDS	1647	speE_2	2.5.1.16		Polyamine aminopropyltransferase
BPPMDLJL_04751	CDS	897				hypothetical protein
BPPMDLJL_04752	CDS	789	yphB		COG2017	putative protein YphB
BPPMDLJL_04753	CDS	549	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
BPPMDLJL_04754	CDS	1023	fba	4.1.2.13		Fructose-bisphosphate aldolase
BPPMDLJL_04755	CDS	1590	mdtD_3			Putative multidrug resistance protein MdtD
BPPMDLJL_04756	CDS	414				hypothetical protein
BPPMDLJL_04757	CDS	846	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
BPPMDLJL_04758	tRNA	79				tRNA-Gly(tcc)
BPPMDLJL_04759	CDS	354				hypothetical protein
BPPMDLJL_04760	CDS	1962				hypothetical protein
BPPMDLJL_04761	CDS	606	aqdR			HTH-type transcriptional regulator AqdR
BPPMDLJL_04762	CDS	1020				hypothetical protein
BPPMDLJL_04763	CDS	1164				hypothetical protein
BPPMDLJL_04764	CDS	1296				hypothetical protein
BPPMDLJL_04765	CDS	1473				hypothetical protein
BPPMDLJL_04766	CDS	675	vraR_1			Response regulator protein VraR
BPPMDLJL_04767	CDS	1380				hypothetical protein
BPPMDLJL_04768	CDS	675	vraR_2			Response regulator protein VraR
BPPMDLJL_04769	CDS	168				hypothetical protein
BPPMDLJL_04770	CDS	186				hypothetical protein
BPPMDLJL_04771	CDS	1218	pikC_3	1.14.15.33		Cytochrome P450 monooxygenase PikC
BPPMDLJL_04772	CDS	234				hypothetical protein
BPPMDLJL_04773	CDS	1605			COG3559	Multidrug efflux system permease protein
BPPMDLJL_04774	CDS	915		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
BPPMDLJL_04775	CDS	498				hypothetical protein
BPPMDLJL_04776	CDS	1521				hypothetical protein
BPPMDLJL_04777	CDS	1395	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
BPPMDLJL_04778	CDS	789	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
BPPMDLJL_04779	CDS	858				hypothetical protein
BPPMDLJL_04780	CDS	1284	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
BPPMDLJL_04781	CDS	651				hypothetical protein
BPPMDLJL_04782	CDS	2469	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BPPMDLJL_04783	CDS	705				hypothetical protein
BPPMDLJL_04784	CDS	1440	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
BPPMDLJL_04785	CDS	603	ydeA	3.2.-.-	COG0693	putative protease YdeA
BPPMDLJL_04786	CDS	456				hypothetical protein
BPPMDLJL_04787	CDS	2049	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
BPPMDLJL_04788	CDS	732				hypothetical protein
BPPMDLJL_04789	CDS	342			COG0718	Nucleoid-associated protein
BPPMDLJL_04790	CDS	600	recR		COG0353	Recombination protein RecR
BPPMDLJL_04791	CDS	660				hypothetical protein
BPPMDLJL_04792	CDS	1293	ask	2.7.2.4	COG0527	Aspartokinase
BPPMDLJL_04793	CDS	1077	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
BPPMDLJL_04794	CDS	597				hypothetical protein
BPPMDLJL_04795	CDS	1203				hypothetical protein
BPPMDLJL_04796	CDS	828				hypothetical protein
BPPMDLJL_04797	CDS	1842	tolB_2			Tol-Pal system protein TolB
BPPMDLJL_04798	CDS	2070				hypothetical protein
BPPMDLJL_04799	CDS	510			COG1733	putative HTH-type transcriptional regulator
BPPMDLJL_04800	CDS	771				hypothetical protein
BPPMDLJL_04801	CDS	1011			COG0701	Putative two-component membrane permease complex subunit SMU_747c
BPPMDLJL_04802	CDS	1422				hypothetical protein
BPPMDLJL_04803	CDS	1305				hypothetical protein
BPPMDLJL_04804	CDS	549				hypothetical protein
BPPMDLJL_04805	CDS	900				hypothetical protein
BPPMDLJL_04806	CDS	618				hypothetical protein
BPPMDLJL_04807	CDS	789		2.4.-.-	COG0463	putative glycosyltransferase
BPPMDLJL_04808	CDS	1002	wbiB	5.1.3.25		dTDP-L-rhamnose 4-epimerase
BPPMDLJL_04809	CDS	120				hypothetical protein
BPPMDLJL_04810	CDS	1266				hypothetical protein
BPPMDLJL_04811	CDS	1677				hypothetical protein
BPPMDLJL_04812	CDS	561				hypothetical protein
BPPMDLJL_04813	CDS	459				hypothetical protein
BPPMDLJL_04814	CDS	1932				hypothetical protein
BPPMDLJL_04815	CDS	573				hypothetical protein
BPPMDLJL_04816	tRNA	75				tRNA-Pro(cgg)
BPPMDLJL_04817	CDS	786				hypothetical protein
BPPMDLJL_04818	CDS	894				hypothetical protein
BPPMDLJL_04819	CDS	468	yqeY		COG1610	putative protein YqeY
BPPMDLJL_04820	CDS	2292	pbpG		COG0744	Penicillin-binding protein 2D
BPPMDLJL_04821	CDS	390	whiB_4			Transcriptional regulator WhiB
BPPMDLJL_04822	CDS	1425				hypothetical protein
BPPMDLJL_04823	CDS	978			COG0003	Putative ATPase
BPPMDLJL_04824	CDS	162				hypothetical protein
BPPMDLJL_04825	CDS	471				hypothetical protein
BPPMDLJL_04826	CDS	873				hypothetical protein
BPPMDLJL_04827	CDS	831	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
BPPMDLJL_04828	CDS	822				hypothetical protein
BPPMDLJL_04829	CDS	675	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
BPPMDLJL_04830	CDS	933	nth	4.2.99.18		Endonuclease III
BPPMDLJL_04831	CDS	768	nudL	3.6.1.-		putative Nudix hydrolase NudL
BPPMDLJL_04832	CDS	1200		3.4.21.-	COG0265	Serine protease
BPPMDLJL_04833	CDS	951	ephA_3	3.3.2.10		Epoxide hydrolase A
BPPMDLJL_04834	CDS	477				hypothetical protein
BPPMDLJL_04835	CDS	1401	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
BPPMDLJL_04836	CDS	1959	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BPPMDLJL_04837	CDS	2376				hypothetical protein
BPPMDLJL_04838	CDS	1272				hypothetical protein
BPPMDLJL_04839	CDS	981				hypothetical protein
BPPMDLJL_04840	CDS	903				hypothetical protein
BPPMDLJL_04841	CDS	834		3.1.3.-	COG0560	putative phosphatase
BPPMDLJL_04842	CDS	1095				hypothetical protein
BPPMDLJL_04843	CDS	1302				hypothetical protein
BPPMDLJL_04844	CDS	522				hypothetical protein
BPPMDLJL_04845	CDS	501				hypothetical protein
BPPMDLJL_04846	CDS	258				hypothetical protein
BPPMDLJL_04847	CDS	138				hypothetical protein
BPPMDLJL_04848	CDS	369				hypothetical protein
BPPMDLJL_04849	CDS	450				hypothetical protein
BPPMDLJL_04850	CDS	2274	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
BPPMDLJL_04851	CDS	342	rsbV_7		COG1366	Anti-sigma-B factor antagonist
BPPMDLJL_04852	CDS	441	rsbW_3	2.7.11.1		Serine-protein kinase RsbW
BPPMDLJL_04853	CDS	2406	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
BPPMDLJL_04854	CDS	597				hypothetical protein
BPPMDLJL_04855	CDS	1521	prmC_3	2.1.1.297		Release factor glutamine methyltransferase
BPPMDLJL_04856	CDS	2229	pknD_12	2.7.11.1		Serine/threonine-protein kinase PknD
BPPMDLJL_04857	CDS	198				hypothetical protein
BPPMDLJL_04858	CDS	2829	topA	5.6.2.1	COG0550	DNA topoisomerase 1
BPPMDLJL_04859	CDS	3222	tmk	2.7.4.9		Thymidylate kinase
BPPMDLJL_04860	CDS	1206				hypothetical protein
BPPMDLJL_04861	CDS	1527	caeA_5	3.1.1.-		Carboxylesterase A
BPPMDLJL_04862	tRNA	75				tRNA-Thr(cgt)
BPPMDLJL_04863	CDS	336				hypothetical protein
BPPMDLJL_04864	CDS	225				hypothetical protein
BPPMDLJL_04865	CDS	366				hypothetical protein
BPPMDLJL_04866	CDS	717				hypothetical protein
BPPMDLJL_04867	CDS	876				hypothetical protein
BPPMDLJL_04868	CDS	735				hypothetical protein
BPPMDLJL_04869	CDS	360				hypothetical protein
BPPMDLJL_04870	CDS	339				hypothetical protein
BPPMDLJL_04871	CDS	162				hypothetical protein
BPPMDLJL_04872	CDS	348				hypothetical protein
BPPMDLJL_04873	CDS	171				hypothetical protein
BPPMDLJL_04874	CDS	936				hypothetical protein
BPPMDLJL_04875	CDS	3321				hypothetical protein
BPPMDLJL_04876	CDS	1695				hypothetical protein
BPPMDLJL_04877	CDS	690				hypothetical protein
BPPMDLJL_04878	CDS	1110				hypothetical protein
BPPMDLJL_04879	CDS	519				hypothetical protein
BPPMDLJL_04880	CDS	510				hypothetical protein
BPPMDLJL_04881	CDS	306	rpsN		COG0199	30S ribosomal protein S14
BPPMDLJL_04882	CDS	222	rpmB_2		COG0227	50S ribosomal protein L28
BPPMDLJL_04883	CDS	165	rpmG2_1		COG0267	50S ribosomal protein L33 2
BPPMDLJL_04884	CDS	249	rpmE2_2		COG0254	50S ribosomal protein L31 type B
BPPMDLJL_04885	CDS	1344	yciC_2		COG0523	Putative metal chaperone YciC
BPPMDLJL_04886	CDS	237	rpsR1_2		COG0238	30S ribosomal protein S18 1
BPPMDLJL_04887	CDS	264				hypothetical protein
BPPMDLJL_04888	CDS	546				hypothetical protein
BPPMDLJL_04889	CDS	864				hypothetical protein
BPPMDLJL_04890	CDS	1461	yfmT_2	1.2.1.28	COG1012	Benzaldehyde dehydrogenase YfmT
BPPMDLJL_04891	CDS	540				hypothetical protein
BPPMDLJL_04892	CDS	642				hypothetical protein
BPPMDLJL_04893	CDS	933	drrA_6	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
BPPMDLJL_04894	CDS	762	drrB_3			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
BPPMDLJL_04895	CDS	1413	gadA_2	4.1.1.15	COG0076	Glutamate decarboxylase
BPPMDLJL_04896	CDS	1284	yfeO			Putative ion-transport protein YfeO
BPPMDLJL_04897	CDS	762	tipA			HTH-type transcriptional activator TipA
BPPMDLJL_04898	CDS	366				hypothetical protein
BPPMDLJL_04899	CDS	1020				hypothetical protein
BPPMDLJL_04900	CDS	1662				hypothetical protein
BPPMDLJL_04901	CDS	492	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
BPPMDLJL_04902	CDS	1635				hypothetical protein
BPPMDLJL_04903	CDS	1101				hypothetical protein
BPPMDLJL_04904	CDS	1038	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
BPPMDLJL_04905	CDS	561	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
BPPMDLJL_04906	CDS	2064	ftsH_3	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
BPPMDLJL_04907	CDS	606	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
BPPMDLJL_04908	CDS	489				hypothetical protein
BPPMDLJL_04909	CDS	612	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
